id,source,short_name,title,doc_type,url,published_date,local_path,sha256,downloaded_at,status
02015L2366-20250117,eurlex,psd2,,directive,https://publications.europa.eu/resource/cellar/7968d8a5-d7ed-11ef-be2a-01aa75ed71a1.0006.03/DOC_1,,docs/primary/celex_02015L2366-20250117_psd2.pdf,8ad3a99f116f5cfe74d47795f758394ac7ada11df9ea6ac2d2e86a63dc320f57,2026-04-24T21:04:00.134575+00:00,unchanged
02009L0110-20180113,eurlex,emd2,,directive,https://publications.europa.eu/resource/cellar/9cd204dd-3a5f-4404-a93d-75a305381839.0020.03/DOC_1,,docs/primary/celex_02009L0110-20180113_emd2.pdf,98f5f2b64cf6e48bac81d06371ae23cfd9a7f64c9a322fafb049fbbdd999c273,2026-04-24T21:04:17.643569+00:00,unchanged
02012R0260-20240408,eurlex,sepa,,regulation,https://publications.europa.eu/resource/cellar/ff7a3e82-f6bc-11ee-a251-01aa75ed71a1.0001.03/DOC_1,,docs/primary/celex_02012R0260-20240408_sepa.pdf,86c5798bff76468fa7966540e85dc071ebd67d3b95276435bc515a72bdc786eb,2026-04-24T21:04:37.227836+00:00,unchanged
32024R0886,eurlex,instant_payments,,regulation,https://publications.europa.eu/resource/cellar/d395dbf7-e597-11ee-8b2b-01aa75ed71a1.0006.01/DOC_1,,docs/primary/celex_32024R0886_instant_payments.pdf,3ab34a7009e24e3ee797a16b1942f04649c64dd1b1bd8c27dd98f0eaf16b527a,2026-04-24T21:04:55.968929+00:00,unchanged
02021R1230-20240408,eurlex,cross_border_payments,,regulation,https://publications.europa.eu/resource/cellar/cccea9e5-f695-11ee-a251-01aa75ed71a1.0006.03/DOC_1,,docs/primary/celex_02021R1230-20240408_cross_border_payments.pdf,b1e0d8604ef802d8c5e2652b441fcda206b508f6d39de742987da5b143846b3b,2026-04-24T21:05:14.043544+00:00,unchanged
32015R0751,eurlex,interchange_fees,,regulation,https://publications.europa.eu/resource/cellar/62bab217-fdf3-11e4-a4c8-01aa75ed71a1.0006.01,,docs/primary/celex_32015R0751_interchange_fees.pdf,c0fdd98ec36984715bd26b3c375339bbd02bcb799af84624c803315ef516d82e,2026-04-24T21:16:06.385485+00:00,unchanged
32024R1624,eurlex,amlr,,regulation,https://publications.europa.eu/resource/cellar/868bf3cf-2dd4-11ef-a61b-01aa75ed71a1.0006.01,,docs/primary/celex_32024R1624_amlr.pdf,c4024f4c4c1616cc729ed4ec4333274d711324efa9750d3d531bf90770ed8eb6,2026-04-24T21:16:30.936656+00:00,unchanged
32024L1640,eurlex,amld6,,directive,https://publications.europa.eu/resource/cellar/698476cd-2dd4-11ef-a61b-01aa75ed71a1.0006.01,,docs/primary/celex_32024L1640_amld6.pdf,df546f2364aaf9e2fc5e718ff47e6ccca6b553a83d21969483cb28f6e9cfbb6a,2026-04-24T21:16:56.123492+00:00,unchanged
02024R1620-20251110,eurlex,amla,,regulation,https://publications.europa.eu/resource/cellar/b6ab36aa-cff0-11f0-8da2-01aa75ed71a1.0007.03/DOC_1,,docs/primary/celex_02024R1620-20251110_amla.pdf,fde2aa2c080af55a143590e84166f48e0abaef7eb0624b190107eca1e790398e,2026-04-24T21:06:21.860167+00:00,unchanged
32023R1113,eurlex,transfer_of_funds,,regulation,https://publications.europa.eu/resource/cellar/48eca7a6-0660-11ee-b12e-01aa75ed71a1.0006.01,,docs/primary/celex_32023R1113_transfer_of_funds.pdf,d7502c011527b67c3e12a221ad74afd6adaf7b2f93171e0f52d101dadbf25527,2026-04-24T21:17:40.131040+00:00,unchanged
02016R0679-20160504,eurlex,gdpr,,regulation,https://publications.europa.eu/resource/cellar/5f2552c2-cc45-11e6-ad7c-01aa75ed71a1.0022.02/DOC_1,,docs/primary/celex_02016R0679-20160504_gdpr.pdf,18e6c90c505143021c086d72fb93ac898ba2e078e2f1b8236e8ce2ff237c052c,2026-04-24T21:06:57.508897+00:00,unchanged
02002L0058-20091219,eurlex,eprivacy,,directive,https://publications.europa.eu/resource/cellar/6def8269-d337-4373-83c1-8c57678fc93f.0006.04/DOC_1,,docs/primary/celex_02002L0058-20091219_eprivacy.pdf,354b55874d4da9e03302b77670269764efad829a1668c27688fd5c9c3005a02c,2026-04-24T21:07:14.918096+00:00,unchanged
32022R2554,eurlex,dora,,regulation,https://publications.europa.eu/resource/cellar/0caf473a-85bd-11ed-9887-01aa75ed71a1.0006.01,,docs/primary/celex_32022R2554_dora.pdf,85307f9e2a0409826dd0f54489645935816d16e929f0db4db3ef15badd11d38c,2026-04-24T21:18:36.203059+00:00,unchanged
02022L2555-20221227,eurlex,nis2,,directive,https://publications.europa.eu/resource/cellar/2910a5ae-0a8c-11ee-b12e-01aa75ed71a1.0005.03/DOC_1,,docs/primary/celex_02022L2555-20221227_nis2.pdf,dd11e6e72dca6d3b8b9619a1fece379d48526022ddda6cb93496eeba67ac0248,2026-04-24T21:07:48.620135+00:00,unchanged
02023R1114-20240109,eurlex,mica,,regulation,https://publications.europa.eu/resource/cellar/92d9c8a8-b47a-11ee-b164-01aa75ed71a1.0006.03,,docs/primary/celex_02023R1114-20240109_mica.pdf,07ea14cbe794b089a47a03658367ceb8634c71edb4d3146eb5e43f2555b45ede,2026-04-24T21:19:13.901104+00:00,unchanged
02013R0575-20260626,eurlex,crr,,regulation,https://publications.europa.eu/resource/cellar/5e2e0133-2d76-11f1-906d-01aa75ed71a1.0006.02/DOC_1,,docs/primary/celex_02013R0575-20260626_crr.pdf,6796302ed4213bcba4d4b9b17dc48aefcaf7ef586b875c30c8c71a7689288ecf,2026-04-24T21:08:24.524129+00:00,unchanged
02013L0036-20260111,eurlex,crd4,,directive,https://publications.europa.eu/resource/cellar/27662034-ecb7-11f0-8d3c-01aa75ed71a1.0001.02/DOC_1,,docs/primary/celex_02013L0036-20260111_crd4.pdf,cc39688ec50bc427385a789fbde8f4f00f6603c4a435c67aca389a6c64cda1dd,2026-04-24T21:08:41.664544+00:00,unchanged
02014L0059-20250117,eurlex,brrd,,directive,https://publications.europa.eu/resource/cellar/68f5ccc0-c20c-11ef-91ed-01aa75ed71a1.0006.03/DOC_1,,docs/primary/celex_02014L0059-20250117_brrd.pdf,d76cb93d92e4ab4d9228356e358b0d40da22d46822efbf44fbfadf94024048b4,2026-04-24T21:09:00.135081+00:00,unchanged
02014L0049-20140702,eurlex,dgsd,,directive,https://publications.europa.eu/resource/cellar/3c0c373a-4830-4c20-b572-652278b74011.0020.03,,docs/primary/celex_02014L0049-20140702_dgsd.pdf,01808422b1f436b93f5a46df1cdec9d511f1f1d7f4c3ceccdcb7afab1541449c,2026-04-24T21:20:29.377022+00:00,unchanged
32014L0092,eurlex,pad,,directive,https://publications.europa.eu/resource/cellar/640c7930-2e83-11e4-8c3c-01aa75ed71a1.0006.01,,docs/primary/celex_32014L0092_pad.pdf,210fd664451e38000cb4f5a694240312b362cb1e6b88c57784091504adb3dcf4,2026-04-24T21:20:50.317043+00:00,unchanged
32023L2225,eurlex,ccd2,,directive,https://publications.europa.eu/resource/cellar/12d92010-76c8-11ee-99ba-01aa75ed71a1.0006.01,,docs/primary/celex_32023L2225_ccd2.pdf,d41980cc3781106377745a194e04e5010c49deb5eb83626e515bab56ef74db44,2026-04-24T21:21:11.499399+00:00,unchanged
02014L0017-20231230,eurlex,mcd,,directive,https://publications.europa.eu/resource/cellar/8f4f005c-9940-11ee-b164-01aa75ed71a1.0009.03/DOC_1,,docs/primary/celex_02014L0017-20231230_mcd.pdf,03607b60757c11da0995967d458bb9d5526b98fd80d30bd8547dfc113b47b2e3,2026-04-24T21:10:16.731867+00:00,unchanged
32023L2673,eurlex,distance_marketing_fs,,directive,https://publications.europa.eu/resource/cellar/ba0121b2-8d8f-11ee-8aa6-01aa75ed71a1.0006.01/DOC_1,,docs/primary/celex_32023L2673_distance_marketing_fs.pdf,898b8a550b49c7cfe4b0c059bdeef855f8aaa3285ad0a6f6bc25efdf9eb64537,2026-04-24T21:10:41.336384+00:00,unchanged
02005L0029-20260927,eurlex,ucpd,,directive,https://publications.europa.eu/resource/cellar/16caab8e-3e51-11f1-814f-01aa75ed71a1.0005.02/DOC_1,,docs/primary/celex_02005L0029-20260927_ucpd.pdf,a6f8cbe3bde2cd3e9f7cf115854f05db93534987c8f98ff3816ed12ee26b0487,2026-04-24T21:11:00.633901+00:00,unchanged
02014L0065-20260606,eurlex,mifid2,,directive,https://publications.europa.eu/resource/cellar/bcfbf409-0d96-11f1-8870-01aa75ed71a1.0001.02/DOC_1,,docs/primary/celex_02014L0065-20260606_mifid2.pdf,024a36f40e0c0a762a573298bc0aa39ca46dbe41345fd9dc6b7547536f7d9aa0,2026-04-24T21:11:18.914557+00:00,unchanged
02014R0600-20251123,eurlex,mifir,,regulation,https://publications.europa.eu/resource/cellar/f759d033-0147-11f1-825d-01aa75ed71a1.0006.03/DOC_1,,docs/primary/celex_02014R0600-20251123_mifir.pdf,f2b6791c7cd09ddc8d06d73ced753dceed701dcfd1f01081703363aa02407f9d,2026-04-24T21:11:36.402896+00:00,unchanged
02014R1286-20240109,eurlex,priips,,regulation,https://publications.europa.eu/resource/cellar/ee327ecd-c57b-11ee-95d9-01aa75ed71a1.0007.03/DOC_1,,docs/primary/celex_02014R1286-20240109_priips.pdf,a611026c21e6ad0de8d6628713cac6397428a8440e8879f298c61487ed057ba5,2026-04-24T21:11:53.660859+00:00,unchanged
32016R0679,eurlex,gdpr,,regulation,,,,,2026-04-24T21:26:11.284095+00:00,failed
eba:eba_guidelines_on_third_country_branches_capital_endowment_requi,eba,eba_guidelines_on_third_country_branches_capital_endowment_requi,Guidelines on third country branches capital endowment requirement,guideline,https://www.eba.europa.eu/sites/default/files/2026-03/fa3aadf2-ac8a-4645-8196-a2c1ddf2a1f5/Guidelines%20on%20the%20TCB%20capital%20endowment%20requirement.pdf,2026-03-02,docs/guidance/eba/eba_guidelines_on_third_country_branches_capital_endowment_requi.pdf,96ea04a17cef21e7c18ca86ca2903a4ebf74f183f28449c4b9e890423bf9a06d,2026-04-24T21:45:33.289319+00:00,unchanged
eba:eba_final_report_on_guidelines_on_retail_diversification,eba,eba_final_report_on_guidelines_on_retail_diversification,Final Report on Guidelines on retail diversification,guideline,https://www.eba.europa.eu/sites/default/files/2026-02/dcc09076-7ce9-4062-ac17-1615309aa728/Final%20Report%20on%20Guidelines%20on%20retail%20diversification.pdf,2026-02-13,docs/guidance/eba/eba_final_report_on_guidelines_on_retail_diversification.pdf,6d4b94ad96e74d297ac3a6beb87e1d91ed5ca11aaeca7d7528af97d02cf2d5cd,2026-04-24T21:45:34.783799+00:00,unchanged
eba:eba_final_report_on_guidelines_on_ancillary_services_undertaking,eba,eba_final_report_on_guidelines_on_ancillary_services_undertaking,Final Report on Guidelines on ancillary services undertakings,guideline,https://www.eba.europa.eu/sites/default/files/2026-01/a3172e12-c2bb-41bd-9420-7ac0d44b3d9b/Final%20Report%20on%20Guidelines%20on%20ancillary%20services%20undertakings.pdf,2026-01-09,docs/guidance/eba/eba_final_report_on_guidelines_on_ancillary_services_undertaking.pdf,8c9e7a42ca04a5225c08c5b2d11f59a133179465a5cc86c36a81516104531a9d,2026-04-24T21:45:36.287887+00:00,unchanged
eba:eba_final_report_on_joint_esas_guidelines_on_esg_stress_testing,eba,eba_final_report_on_joint_esas_guidelines_on_esg_stress_testing,Final Report on Joint ESAs Guidelines on ESG Stress Testing,guideline,https://www.eba.europa.eu/sites/default/files/2026-01/60ba0389-2d7a-46b7-96e8-9072c481d8ce/EIOPA-BoS-25-602%20-%20ESAs%20Final%20Report%20-%20Joint%20Guidelines%20on%20ESG%20Stress%20Testing.pdf,2026-01-08,docs/guidance/eba/eba_final_report_on_joint_esas_guidelines_on_esg_stress_testing.pdf,f43985ee28769f2fd76e0a46eda33602df9e356768ed4b6e83b1c94446bcbeef,2026-04-24T21:45:37.798774+00:00,unchanged
eba:eba_guidelines_amending_guidelines_on_equivalence_of_confidentia,eba,eba_guidelines_amending_guidelines_on_equivalence_of_confidentia,Guidelines amending Guidelines on equivalence of confidentiality regimes,guideline,https://www.eba.europa.eu/sites/default/files/2025-12/28a8651c-3e1f-4e38-88aa-959185dd1043/Guidelines%20amending%20Guidelines%20on%20equivalence%20of%20confidentiality%20regimes.pdf,2025-12-22,docs/guidance/eba/eba_guidelines_amending_guidelines_on_equivalence_of_confidentia.pdf,b96d74ec7ac1d9b6edcf217530a9a086e36ce34b8b965620814771b76a320e61,2026-04-24T21:45:39.288624+00:00,unchanged
eba:eba_guidelines_on_environmental_scenario_analysis,eba,eba_guidelines_on_environmental_scenario_analysis,Guidelines on environmental scenario analysis,guideline,https://www.eba.europa.eu/sites/default/files/2025-11/170da4c8-9b56-4fb0-ad60-94d433b7e866/Guidelines%20on%20environmental%20scenario%20analysis.pdf,2025-11-05,docs/guidance/eba/eba_guidelines_on_environmental_scenario_analysis.pdf,6692fd848a47207ba53591be01e32b2c022b55780f1ccfe92a9ce759b5c2aafc,2026-04-24T21:45:40.853795+00:00,unchanged
eba:eba_guidelines_on_adc_exposures_to_residential_property_under_cr,eba,eba_guidelines_on_adc_exposures_to_residential_property_under_cr,Guidelines on ADC exposures to residential property under CRR 3,guideline,https://www.eba.europa.eu/sites/default/files/2025-06/e7b307b5-efab-4c59-ab8a-1b9622ce5b0f/GLs%20on%20ADC%20exposures%20to%20residential%20property%20under%20Article%20126a.pdf,2025-06-27,docs/guidance/eba/eba_guidelines_on_adc_exposures_to_residential_property_under_cr.pdf,8d33c6381afaf237a103b409ef6f1af72f712466a1d6d690e3acabbce38d474e,2026-04-24T21:45:42.297667+00:00,unchanged
eba:eba_final_report_on_guidelines_on_high_risk,eba,eba_final_report_on_guidelines_on_high_risk,Final Report on Guidelines on high risk,guideline,https://www.eba.europa.eu/sites/default/files/2025-05/e2092eda-80f3-48aa-84b8-eef19be33aa0/Final%20Report%20on%20EBA%20GL%20on%20High%20Risk2.pdf,2025-05-16,docs/guidance/eba/eba_final_report_on_guidelines_on_high_risk.pdf,062aa49c1025eb3aadd3526080781a52b78fae77793e8e66f44b1be836de60f7,2026-04-24T21:45:43.786251+00:00,unchanged
EBA/GL/2012/04,eba,eba_gl_2012_04,Guidelines on the remuneration benchmarking exercise EBA-GL-2012-04,guideline,https://www.eba.europa.eu/sites/default/files/2025-03/8a6dce0a-0e34-467e-a048-725b18fd78bf/EBA-GL-2012-04---GL-4-on-remuneration-benchmarking-exercise-.pdf,2025-03-06,docs/guidance/eba/eba_gl_2012_04.pdf,a838bde103a30cdb091ab8292539ca19888ac473878450dde835b6d68039ed6c,2026-04-24T21:45:45.308022+00:00,unchanged
eba:eba_final_report_on_amending_guidelines_on_ict_risk_and_security,eba,eba_final_report_on_amending_guidelines_on_ict_risk_and_security,Final report on amending Guidelines on ICT risk and security management,guideline,https://www.eba.europa.eu/sites/default/files/2025-02/23684f95-f669-4852-94a0-dac6c2ae67ad/Final%20report%20on%20amending%20GLs%20on%20ICT%20risk%20and%20security.pdf,2025-02-11,docs/guidance/eba/eba_final_report_on_amending_guidelines_on_ict_risk_and_security.pdf,c828d5622e56c7f30d5bda8531e30f6160c4de984cb6312c8c815ad802dad453,2026-04-24T21:45:46.796100+00:00,unchanged
eba:eba_final_guidelines_on_the_management_of_esg_risks,eba,eba_final_guidelines_on_the_management_of_esg_risks,Final Guidelines on the management of ESG risks,guideline,https://www.eba.europa.eu/sites/default/files/2025-01/fb22982a-d69d-42cc-9d62-1023497ad58a/Final%20Guidelines%20on%20the%20management%20of%20ESG%20risks.pdf,2025-01-09,docs/guidance/eba/eba_final_guidelines_on_the_management_of_esg_risks.pdf,a48665645cf013da0ad337f1a4d7d0356af818400fe7e9757405ab53f944cf09,2026-04-24T21:45:48.409404+00:00,unchanged
eba:eba_final_report_on_guidelines_on_reporting_on_arts_and_emts,eba,eba_final_report_on_guidelines_on_reporting_on_arts_and_emts,Final report on Guidelines on reporting on ARTs and EMTs,guideline,https://www.eba.europa.eu/sites/default/files/2024-12/907cde4b-7d25-4f41-b1ef-bb0a469f00ac/Final%20report%20on%20Guidelines%20on%20reporting%20on%20ARTs%20and%20EMTs.pdf,2024-12-18,docs/guidance/eba/eba_final_report_on_guidelines_on_reporting_on_arts_and_emts.pdf,2c01305bab090b1a721b3687e84a910f2160e545b857b6cb060216edd47ef353,2026-04-24T21:45:49.803241+00:00,unchanged
eba:eba_esas_guidelines_on_templates_for_explanations_and_opinions_a,eba,eba_esas_guidelines_on_templates_for_explanations_and_opinions_a,"ESAs Guidelines on templates for explanations and opinions, and the standardised test for the classification of crypto-assets",guideline,https://www.eba.europa.eu/sites/default/files/2024-12/f4d876e5-5351-4314-b45f-ac3cd702f95b/Joint%20ESA%20Final%20Report%20on%20Art%2097%20Guidelines%20MiCAR.pdf,2024-12-10,docs/guidance/eba/eba_esas_guidelines_on_templates_for_explanations_and_opinions_a.pdf,edc4fd2b6be4bb6f5591fe811b4ddf6118674452b9453b4a82c38b32f3b0cd16,2026-04-24T21:45:51.367890+00:00,unchanged
eba:eba_joint_guidelines_on_esas_system_for_exchange_of_information,eba,eba_joint_guidelines_on_esas_system_for_exchange_of_information,Joint  Guidelines on ESAs system for exchange of information on fit and proper assessment,guideline,https://www.eba.europa.eu/sites/default/files/2024-11/43114fbe-9a5a-412e-b461-955f86848ac3/Guidelines%20on%20ESAs%20system%20for%20exchange%20of%20information%20on%20fit%20and%20proper%20assessment.pdf,2024-11-20,docs/guidance/eba/eba_joint_guidelines_on_esas_system_for_exchange_of_information.pdf,6a5c88d0fab5b4c443b8c3aaf6c76eebd9576b15a7f53fb8081b1147383a3588,2026-04-24T21:45:52.850422+00:00,unchanged
eba:eba_guidelines_on_internal_policies_procedures_and_controls_to_e,eba,eba_guidelines_on_internal_policies_procedures_and_controls_to_e,"Guidelines on internal policies, procedures and controls to ensure the implementation of Union and national restrictive measures",guideline,https://www.eba.europa.eu/sites/default/files/2024-11/eaeae49d-81a5-4154-8af9-5014f6ee8881/Final%20Report%20Guidelines%20restrictive%20measures%20.pdf,2024-11-14,docs/guidance/eba/eba_guidelines_on_internal_policies_procedures_and_controls_to_e.pdf,7806a5f231ee86033428f9d76ea62bce71913153b76bc1bf185573f578128bdb,2026-04-24T21:45:54.326097+00:00,unchanged
eba:eba_final_report_on_guidelines_on_redemption_plans_under_micar,eba,eba_final_report_on_guidelines_on_redemption_plans_under_micar,Final report on Guidelines on redemption plans under MiCAR,guideline,https://www.eba.europa.eu/sites/default/files/2024-10/f8fda168-4d97-4549-9cfe-46d1d1a27636/Final%20report%20on%20Guidelines%20on%20redemption%20plans%20under%20MiCAR.pdf,2024-10-09,docs/guidance/eba/eba_final_report_on_guidelines_on_redemption_plans_under_micar.pdf,db0f4897ce7d5b285951d085e9563e333483707c25f0639a3ea00b16f758c65c,2026-04-24T21:45:55.829940+00:00,unchanged
eba:eba_guidelines_amending_joint_committee_guidelines_on_complaints,eba,eba_guidelines_amending_joint_committee_guidelines_on_complaints,Guidelines amending Joint Committee Guidelines on complaints-handling,guideline,https://www.eba.europa.eu/sites/default/files/2024-07/285ef649-d59b-44f5-bf9b-d6b212a9eb85/Final%20report%20on%20EBA%20Guidelines%20amending%20Joint%20Committee%20Guidelines%20on%20complaints-handling%20%281%29.pdf,2024-07-24,docs/guidance/eba/eba_guidelines_amending_joint_committee_guidelines_on_complaints.pdf,62841b133f6ceb343fda6f1d92a752a53c8b9ffadd8ec02c8aea0b17ca1acb80,2026-04-24T21:45:57.357840+00:00,unchanged
eba:eba_joint_guidelines_on_oversight_cooperation,eba,eba_joint_guidelines_on_oversight_cooperation,Joint Guidelines on oversight cooperation,guideline,https://www.eba.europa.eu/sites/default/files/2024-07/e0701aa1-d1a5-4996-8b30-5a933d15058e/JC%202024-36%20-%20Final%20report%20on%20GL%20on%20oversight%20cooperation.pdf,2024-07-17,docs/guidance/eba/eba_joint_guidelines_on_oversight_cooperation.pdf,30018ceac0d6634273e1fa2eb1d5bba6ad7e014d1e7478905fa157c4b0448248,2026-04-24T21:45:58.872862+00:00,unchanged
eba:eba_joint_guidelines_on_the_estimation_of_aggregated_costs_losse,eba,eba_joint_guidelines_on_the_estimation_of_aggregated_costs_losse,Joint Guidelines on the estimation of aggregated costs/losses caused by major ICT-related incidents,guideline,https://www.eba.europa.eu/sites/default/files/2024-07/48958acb-1c6d-40f0-9784-961713759972/JC%202024-34%20-%20Final%20report%20GL%20on%20costs%20and%20losses.pdf,2024-07-17,docs/guidance/eba/eba_joint_guidelines_on_the_estimation_of_aggregated_costs_losse.pdf,90ede348823f78032991d6d672e74a9909e0b37de68525628d2a52457279b3ff,2026-04-24T21:46:00.331313+00:00,unchanged
eba:eba_final_report_on_amending_guidelines_on_arrears_and_foreclosu,eba,eba_final_report_on_amending_guidelines_on_arrears_and_foreclosu,Final report on amending Guidelines on arrears and foreclosure,guideline,https://www.eba.europa.eu/sites/default/files/2024-06/550de4ad-bbad-416e-8290-d71c49212513/Amending%20Guidelines%20on%20arrears%20and%20foreclosure.pdf,2024-06-28,docs/guidance/eba/eba_final_report_on_amending_guidelines_on_arrears_and_foreclosu.pdf,6ccdb192cd774c40e06c1f4d11d5d0416ae94b2ed9ab7fc44d48231f247391b6,2026-04-24T21:46:01.812972+00:00,unchanged
eba:eba_joint_eba_and_esma_guidelines_on_suitability_of_management_b,eba,eba_joint_eba_and_esma_guidelines_on_suitability_of_management_b,Joint EBA and ESMA Guidelines on suitability of management body and qualifying holdings under MiCAR,guideline,https://www.eba.europa.eu/sites/default/files/2024-06/2a0668ab-5d70-495a-a723-f6568fe8c830/Joint%20GL%20suitability%20members%20management%20body%20and%20QH%20%28MiCAR%29.pdf,2024-06-27,docs/guidance/eba/eba_joint_eba_and_esma_guidelines_on_suitability_of_management_b.pdf,512ff18bd4b87dbca9b522372b7935626709dd5a298c2b458b5bae357d76bae9,2026-04-24T21:46:03.352249+00:00,unchanged
eba:eba_final_report_on_guidelines_on_liquidity_stress_testing_under,eba,eba_final_report_on_guidelines_on_liquidity_stress_testing_under,Final Report on Guidelines on liquidity stress testing under MiCAR,guideline,https://www.eba.europa.eu/sites/default/files/2024-06/2bd7add3-35b1-40d7-9c45-67c8cccbe97a/Final%20report%20on%20Guidelines%20on%20liquidity%20stress%20testing%20under%20MiCAR.pdf,2024-06-19,docs/guidance/eba/eba_final_report_on_guidelines_on_liquidity_stress_testing_under.pdf,7e09aa7508680529180eac28fa4b671e605a6ad006d7faad992a762c5c6b65de,2026-04-24T21:46:04.864905+00:00,unchanged
eba:eba_final_report_on_guidelines_on_the_minimum_content_of_the_gov,eba,eba_final_report_on_guidelines_on_the_minimum_content_of_the_gov,Final report on Guidelines on the minimum content of the governance arrangements for issuers of asset-referenced tokens,guideline,https://www.eba.europa.eu/sites/default/files/2024-06/611ef3d4-4d67-467f-bf0d-4c2b1dd0ef5e/Final%20report%20on%20draft%20Guidelines%20on%20internal%20governance%20of%20issuers%20of%20ARTs.pdf,2024-06-06,docs/guidance/eba/eba_final_report_on_guidelines_on_the_minimum_content_of_the_gov.pdf,f362c3ad480d044201cec81d03a2c7e8e6781ded3631b44f85af17d0d857c938,2026-04-24T21:46:06.364237+00:00,unchanged
eba:eba_final_report_on_guidelines_on_sts_criteria_for_on_balance_sh,eba,eba_final_report_on_guidelines_on_sts_criteria_for_on_balance_sh,Final report on Guidelines on STS criteria for on-balance-sheet securitisation,guideline,https://www.eba.europa.eu/sites/default/files/2024-05/c2643528-9d43-4f64-863b-053864465f96/Final%20report%20on%20GL%20on%20STS%20criteria%20for%20OBS%20securitisation.pdf,2024-05-27,docs/guidance/eba/eba_final_report_on_guidelines_on_sts_criteria_for_on_balance_sh.pdf,dacb62ee21fe7a98cd4715fa56185f64757eed86d2f3170466cb53264b571508,2026-04-24T21:46:07.897211+00:00,unchanged
eba:eba_guidelines_on_the_application_of_the_group_capital_test_for,eba,eba_guidelines_on_the_application_of_the_group_capital_test_for,Guidelines on the application of the group capital test for investment firms,guideline,https://www.eba.europa.eu/sites/default/files/2024-04/9fd4f7ea-1aaa-432d-a7dd-f575e6c14f31/Final%20guidelines%20on%20GCT%20for%20investment%20firms.pdf,2024-04-11,docs/guidance/eba/eba_guidelines_on_the_application_of_the_group_capital_test_for.pdf,0b4c2074dc2ccfa7c251613917fc6fe8ce6c3e7d78d11a05fbf53042d2ab632c,2026-04-24T21:46:09.364704+00:00,unchanged
eba:eba_guidelines_on_resubmission_of_historical_data_under_the_eba,eba,eba_guidelines_on_resubmission_of_historical_data_under_the_eba,Guidelines on resubmission of historical data under the EBA reporting framework,guideline,https://www.eba.europa.eu/sites/default/files/2024-04/37408afd-8884-4ca6-b8c5-7011093c9528/Final%20Report%20-%20Guidelines%20on%20resubmission%20of%20historical%20data%20under%20the%20EBA%20reporting%20framework.pdf,2024-04-09,docs/guidance/eba/eba_guidelines_on_resubmission_of_historical_data_under_the_eba.pdf,b129daaf5c7963d3d0895c54b383fae2e99f200d487b9c1f922dd5305e57c51a,2026-04-24T21:46:10.845929+00:00,unchanged
eba:eba_guidelines_on_the_establishment_and_maintenance_of_national,eba,eba_guidelines_on_the_establishment_and_maintenance_of_national,Guidelines on the establishment and maintenance of national lists or registers of credit servicers,guideline,https://www.eba.europa.eu/sites/default/files/2024-03/a19c8fde-15f1-4692-ad3b-f03e0bb2fff7/Final%20report%20on%20GL%20on%20CS%20registers.pdf,2024-03-05,docs/guidance/eba/eba_guidelines_on_the_establishment_and_maintenance_of_national.pdf,39dbf0e457d3a322693c487364ab6dee024901964bb175f04aefda2df5059db1,2026-04-24T21:46:12.429185+00:00,unchanged
eba:eba_guidelines_on_disclosure_of_g_siis_indicators_consolidated,eba,eba_guidelines_on_disclosure_of_g_siis_indicators_consolidated,Guidelines on disclosure of G-SIIs indicators (consolidated),guideline,https://www.eba.europa.eu/sites/default/files/2023-12/0762513a-18f4-4055-8964-943e26335061/Guidelines%20on%20disclosure%20of%20G-SIIs%20indicators_consolidated.pdf,2023-12-20,docs/guidance/eba/eba_guidelines_on_disclosure_of_g_siis_indicators_consolidated.pdf,0748262629640ab4d2807857c46b63c5fbcccf9a536a5237f486303842467faf,2026-04-24T21:46:13.872766+00:00,unchanged
eba:eba_final_report_on_amending_gls_on_disclosure_of_g_siis_indicat,eba,eba_final_report_on_amending_gls_on_disclosure_of_g_siis_indicat,Final report on amending GLs on disclosure of G-SIIs indicators,guideline,https://www.eba.europa.eu/sites/default/files/2023-12/47dcdf46-54c2-43b7-990c-8bd2c9e0bb55/Final%20report%20on%20amending%20GLs%20on%20disclosure%20of%20G-SIIs%20indicators.pdf,2023-12-20,docs/guidance/eba/eba_final_report_on_amending_gls_on_disclosure_of_g_siis_indicat.pdf,c8e5e4bb78933beed6c7e66ebd25080b36ac2d36c827749daa46869903452129,2026-04-24T21:46:15.383677+00:00,unchanged
eba:eba_final_report_on_guidelines_on_the_diversity_benchmarking_exe,eba,eba_final_report_on_guidelines_on_the_diversity_benchmarking_exe,Final report on Guidelines on the diversity benchmarking exercise,guideline,https://www.eba.europa.eu/sites/default/files/2023-12/213cc021-d991-43ed-977d-c60245301e70/Final%20report%20on%20Guidelines%20on%20the%20diversity%20benchmarking%20exercise.pdf,2023-12-18,docs/guidance/eba/eba_final_report_on_guidelines_on_the_diversity_benchmarking_exe.pdf,9302bd1cdb2d25a3415549af18db8c78c0144504d0b5cdbb324312def651e210,2026-04-24T21:46:16.918407+00:00,unchanged
